id,summaries,Technology_Names,matched_NER_by_borders,matched_NER_final,NER_Extracted_Tags
O5FHcq8-AgwxAFH9tc7NNg_0000,"['Civil engineer/ program engineer for infrastructure services at Chesapeake energy. 2016- present program engineer of production optimization for all business units at Chesapeake energy. 2015-2016 program engineer for the alternative fuels program at Chesapeake, reducing diesel fuel consumption and greenhouse gas emissions. 2013-2015 project engineer and Department manager at Ecs in Dallas, TX from 2011 to 2013, managing several projects conducting construction materials testing and writing Geotechnical reports, providing recommendations for foundation design. field technician for Ecs Southeast in Savannah 2006-2010. experience in quality control and assurance, testing both in the field and in the lab. graduated from the Georgia Institute of technology in May 2010 with a bachelors of science in civil engineering. hold a bachelors of Arts in history from University of North Carolina at Chapel Hill( 2005) Eit license, program engineer of production optimization for all business units at Chesapeake energy. 2015- present program engineer for the alternative fuels program at Chesapeake, reducing diesel fuel consumption and greenhouse gas emissions. 2013-2015 project engineer and Department manager at Ecs in Dallas, TX from 2011 to 2013, managing several projects conducting construction materials testing and writing Geotechnical reports, providing recommendations for foundation design. field technician for Ecs Southeast in Savannah 2006-2010. experience in quality control and assurance, testing both in the field and in the lab. graduated from the Georgia Institute of technology in May 2010 with a bachelors of science in civil engineering. hold a bachelors of Arts in history from University of North Carolina at Chapel Hill( 2005) Eit license, program engineer for the alternative fuels program at Chesapeake, reducing diesel fuel consumption and greenhouse gas emissions. project engineer and Department manager at Ecs in Dallas, TX from 2011 to 2013, managing several projects conducting construction materials testing and writing Geotechnical reports, providing recommendations for foundation design. field technician for Ecs Southeast in Savannah 2006-2010. experience in quality control and assurance, testing both in the field and in the lab. graduated from the Georgia Institute of technology in May 2010 with a bachelors of science in civil engineering. hold a bachelors of Arts in history from University of North Carolina at Chapel Hill( 2005) Eit license, program engineer II- infrastructure services group, civil engineer II- infrastructure services group, project engineer for alternative fuels program, program engineer II- production optimization']",,0,,
O-0amm3UMmarEjYJDeCa9w_0000,"['Manager business development performance at Indicia Interactiv, Teamlead Digital content specialist at greenhouse group BV, manager business development at Indicia Interactiv, manager Digital performance at Indicia Interactiv']",,0,,
NyRcvlrv-UHpD4NJxlqOiw_0000,"[""I am a big People-Person, and I have 3 years of experience in customer service. After taking several classes towards Horticulture and working in the customer service field, I have decided to pursue a career where I can help others with medicinal plants. I am currently working towards my Associate'S degree in greenhouse mangement at Joliet Junior college and should obtain my Associates in 2019. I love having Ajob that allows me to apply my current knowledge and experience towards Horticulture and medicinal plants, as well as strengthen my current skills. My capabilities: high volume, organization, planner, Horticulture, Multitasking, and customer service.""]",,0,,
NfriVUw7k6P0kAw15iTm4w_0000,"[""Ive always been a curious person. any time something new or interesting catches my attention, I can't stop until I know everything about it. a question unanswered motivated me. As I've learned more and more about consulting work, I'm finding that I have a knack for it. I also have a passion for both small business as well as the Horticulture industry. I have been involved in vital decision making for the future of the company I work for. The ten years of experience I have acquired has taught me more than I could ever imagine. its been an amazing journey so far and I am looking forward to whatever it might be that lies ahead of me., retail store manager at Foertmeyer and Sons greenhouse company, fundraising manager at Foertmeyer and Sons greenhouse company""]",,0,,
Ne1RmvNslQ70YoL539Wt4g_0000,"['* B2B sales and account management* operations of the newest centre in the Victoria* financial management of centre P& L* staff management and development of a team* recruitment management, national sales manager, au& NZ at Etool Ltd- helping building designers avoid greenhouse gas pollution, SME business development manager at Erm power, sales& business development manager, general manager at Regus']",,0,,
NLj7OcZeiIPFWhYEomcN2w_0000,"['North American director at the greenhouse project, educator, Facilitator, researcher, dancer']",,0,,
NEpDCfQw4QZrRBMrvcjWaA_0000,"['Ceo at Shree Enterprises greenhouse construction at Shree enterprises, director at Shree Enterprises']",,0,,
NDkT9FaOXSBVBUdC4cDOMg_0000,"[""View Quinn Denning'S professional profile on Linkedin . ... we manufacture Conveyors and other specialized automated greenhouse production equipment., president at Rapidtek LLC DBA rapid automated& DBA minute man Mfg., Rapidtekllc.Com Minuteman1.Com Forkliftwrecker.Com Rapid-Veyor.Com""]",,0,,
NBuu7Hp52iXr60NjJ0GwOg_0000,"['Breeding and development research associate at Cibus global, Ltd., product development greenhouse intern at Cibus global, Ltd., trait development research associate at Cibus global, Ltd., student at University of California, Davis, seeking a career in agriculture, student at Uc Davis']",,0,,
NBZAduMpU823Mi6WqKv7Yg_0000,"['My key expertise lies in the fields of air quality and acoustics, and I have been involved in completing technical assessments and policy studies in these areas for more than 20 years. During this time I have also gained significant experience in greenhouse gas and air emission auditing, environmental auditing, environmental assessment and development of management plans. Throughout my career, air quality and/ or acoustics assessments of major resources and infrastructure projects have been a significant area of involvement. projects have included technical assessments for major mining, Quarrying, road, rail, water, wastewater and airport projects both in Australia and Europe. I am regularly called upon to provide expert advice and expert evidence in the planning and environment court and have completed a number of industry research projects., managing director and principal consultant, air noise environment Pty Ltd ... in completing technical assessments and policy studies in these areas for more than 20 years . ... Eastlink motorway in Melbourne, Clem 7 and airport link projects in Brisbane . ... Claire Richardson. lawyer and senior consultant at Pwc. Australia ...']",,0,,
